x,L,M,S
255,1.0000,71.1235,0.03121
256,1.0000,71.1687,0.03120
257,1.0000,71.2138,0.03120
258,1.0000,71.2589,0.03120
259,1.0000,71.3039,0.03120
260,1.0000,71.3488,0.03119
261,1.0000,71.3937,0.03119
262,1.0000,71.4385,0.03119
263,1.0000,71.4832,0.03119
264,1.0000,71.5279,0.03119
265,1.0000,71.5725,0.03118
266,1.0000,71.6171,0.03118
267,1.0000,71.6616,0.03118
268,1.0000,71.7060,0.03118
269,1.0000,71.7504,0.03118
270,1.0000,71.7947,0.03118
271,1.0000,71.8390,0.03118
272,1.0000,71.8832,0.03118
273,1.0000,71.9273,0.03117
274,1.0000,71.9714,0.03117
275,1.0000,72.0154,0.03117
276,1.0000,72.0594,0.03117
277,1.0000,72.1033,0.03117
278,1.0000,72.1472,0.03117
279,1.0000,72.1909,0.03117
280,1.0000,72.2347,0.03117
281,1.0000,72.2783,0.03117
282,1.0000,72.3219,0.03117
283,1.0000,72.3655,0.03117
284,1.0000,72.4089,0.03117
285,1.0000,72.4523,0.03117
286,1.0000,72.4957,0.03117
287,1.0000,72.5390,0.03117
288,1.0000,72.5822,0.03117
289,1.0000,72.6253,0.03117
290,1.0000,72.6684,0.03117
291,1.0000,72.7115,0.03117
292,1.0000,72.7544,0.03117
293,1.0000,72.7974,0.03117
294,1.0000,72.8402,0.03117
295,1.0000,72.8830,0.03117
296,1.0000,72.9257,0.03117
297,1.0000,72.9684,0.03117
298,1.0000,73.0110,0.03117
299,1.0000,73.0535,0.03118
300,1.0000,73.0960,0.03118
301,1.0000,73.1384,0.03118
302,1.0000,73.1808,0.03118
303,1.0000,73.2231,0.03118
304,1.0000,73.2653,0.03118
305,1.0000,73.3075,0.03118
306,1.0000,73.3497,0.03118
307,1.0000,73.3917,0.03119
308,1.0000,73.4337,0.03119
309,1.0000,73.4757,0.03119
310,1.0000,73.5176,0.03119
311,1.0000,73.5594,0.03119
312,1.0000,73.6012,0.03119
313,1.0000,73.6429,0.03120
314,1.0000,73.6845,0.03120
315,1.0000,73.7261,0.03120
316,1.0000,73.7677,0.03120
317,1.0000,73.8091,0.03120
318,1.0000,73.8506,0.03121
319,1.0000,73.8919,0.03121
320,1.0000,73.9333,0.03121
321,1.0000,73.9745,0.03121
322,1.0000,74.0157,0.03122
323,1.0000,74.0569,0.03122
324,1.0000,74.0979,0.03122
325,1.0000,74.1390,0.03122
326,1.0000,74.1800,0.03123
327,1.0000,74.2209,0.03123
328,1.0000,74.2618,0.03123
329,1.0000,74.3026,0.03124
330,1.0000,74.3433,0.03124
331,1.0000,74.3841,0.03124
332,1.0000,74.4247,0.03124
333,1.0000,74.4653,0.03125
334,1.0000,74.5059,0.03125
335,1.0000,74.5464,0.03125
336,1.0000,74.5868,0.03126
337,1.0000,74.6272,0.03126
338,1.0000,74.6676,0.03126
339,1.0000,74.7079,0.03127
340,1.0000,74.7481,0.03127
341,1.0000,74.7883,0.03127
342,1.0000,74.8285,0.03128
343,1.0000,74.8686,0.03128
344,1.0000,74.9086,0.03128
345,1.0000,74.9486,0.03129
346,1.0000,74.9886,0.03129
347,1.0000,75.0285,0.03130
348,1.0000,75.0683,0.03130
349,1.0000,75.1081,0.03130
350,1.0000,75.1479,0.03131
351,1.0000,75.1876,0.03131
352,1.0000,75.2273,0.03132
353,1.0000,75.2669,0.03132
354,1.0000,75.3065,0.03132
355,1.0000,75.3460,0.03133
356,1.0000,75.3855,0.03133
357,1.0000,75.4250,0.03134
358,1.0000,75.4644,0.03134
359,1.0000,75.5037,0.03135
360,1.0000,75.5431,0.03135
361,1.0000,75.5824,0.03136
362,1.0000,75.6216,0.03136
363,1.0000,75.6608,0.03136
364,1.0000,75.6999,0.03137
365,1.0000,75.7391,0.03137
366,1.0000,75.7781,0.03138
367,1.0000,75.8172,0.03138
368,1.0000,75.8562,0.03139
369,1.0000,75.8951,0.03139
370,1.0000,75.9340,0.03140
371,1.0000,75.9729,0.03140
372,1.0000,76.0117,0.03141
373,1.0000,76.0505,0.03141
374,1.0000,76.0892,0.03142
375,1.0000,76.1279,0.03142
376,1.0000,76.1665,0.03143
377,1.0000,76.2051,0.03143
378,1.0000,76.2437,0.03144
379,1.0000,76.2822,0.03144
380,1.0000,76.3207,0.03145
381,1.0000,76.3591,0.03146
382,1.0000,76.3975,0.03146
383,1.0000,76.4358,0.03147
384,1.0000,76.4741,0.03147
385,1.0000,76.5124,0.03148
386,1.0000,76.5506,0.03148
387,1.0000,76.5888,0.03149
388,1.0000,76.6269,0.03149
389,1.0000,76.6650,0.03150
390,1.0000,76.7030,0.03151
391,1.0000,76.7410,0.03151
392,1.0000,76.7790,0.03152
393,1.0000,76.8169,0.03152
394,1.0000,76.8548,0.03153
395,1.0000,76.8926,0.03154
396,1.0000,76.9304,0.03154
397,1.0000,76.9682,0.03155
398,1.0000,77.0059,0.03155
399,1.0000,77.0435,0.03156
400,1.0000,77.0812,0.03157
401,1.0000,77.1187,0.03157
402,1.0000,77.1563,0.03158
403,1.0000,77.1938,0.03159
404,1.0000,77.2313,0.03159
405,1.0000,77.2687,0.03160
406,1.0000,77.3060,0.03160
407,1.0000,77.3434,0.03161
408,1.0000,77.3807,0.03162
409,1.0000,77.4179,0.03162
410,1.0000,77.4551,0.03163
411,1.0000,77.4923,0.03164
412,1.0000,77.5295,0.03164
413,1.0000,77.5665,0.03165
414,1.0000,77.6036,0.03166
415,1.0000,77.6406,0.03166
416,1.0000,77.6776,0.03167
417,1.0000,77.7145,0.03168
418,1.0000,77.7514,0.03168
419,1.0000,77.7883,0.03169
420,1.0000,77.8251,0.03170
421,1.0000,77.8618,0.03170
422,1.0000,77.8986,0.03171
423,1.0000,77.9353,0.03172
424,1.0000,77.9719,0.03172
425,1.0000,78.0085,0.03173
426,1.0000,78.0451,0.03174
427,1.0000,78.0817,0.03175
428,1.0000,78.1182,0.03175
429,1.0000,78.1546,0.03176
430,1.0000,78.1911,0.03177
431,1.0000,78.2275,0.03177
432,1.0000,78.2638,0.03178
433,1.0000,78.3001,0.03179
434,1.0000,78.3364,0.03180
435,1.0000,78.3727,0.03180
436,1.0000,78.4089,0.03181
437,1.0000,78.4451,0.03182
438,1.0000,78.4812,0.03183
439,1.0000,78.5173,0.03183
440,1.0000,78.5534,0.03184
441,1.0000,78.5894,0.03185
442,1.0000,78.6254,0.03186
443,1.0000,78.6614,0.03186
444,1.0000,78.6973,0.03187
445,1.0000,78.7332,0.03188
446,1.0000,78.7691,0.03189
447,1.0000,78.8049,0.03189
448,1.0000,78.8407,0.03190
449,1.0000,78.8764,0.03191
450,1.0000,78.9122,0.03192
451,1.0000,78.9479,0.03192
452,1.0000,78.9835,0.03193
453,1.0000,79.0191,0.03194
454,1.0000,79.0547,0.03195
455,1.0000,79.0903,0.03196
456,1.0000,79.1258,0.03196
457,1.0000,79.1613,0.03197
458,1.0000,79.1968,0.03198
459,1.0000,79.2322,0.03199
460,1.0000,79.2676,0.03200
461,1.0000,79.3030,0.03200
462,1.0000,79.3383,0.03201
463,1.0000,79.3736,0.03202
464,1.0000,79.4089,0.03203
465,1.0000,79.4441,0.03204
466,1.0000,79.4793,0.03204
467,1.0000,79.5145,0.03205
468,1.0000,79.5496,0.03206
469,1.0000,79.5847,0.03207
470,1.0000,79.6198,0.03208
471,1.0000,79.6548,0.03209
472,1.0000,79.6898,0.03209
473,1.0000,79.7248,0.03210
474,1.0000,79.7598,0.03211
475,1.0000,79.7947,0.03212
476,1.0000,79.8296,0.03213
477,1.0000,79.8644,0.03214
478,1.0000,79.8993,0.03214
479,1.0000,79.9341,0.03215
480,1.0000,79.9688,0.03216
481,1.0000,80.0036,0.03217
482,1.0000,80.0383,0.03218
483,1.0000,80.0729,0.03219
484,1.0000,80.1076,0.03220
485,1.0000,80.1422,0.03220
486,1.0000,80.1768,0.03221
487,1.0000,80.2113,0.03222
488,1.0000,80.2459,0.03223
489,1.0000,80.2804,0.03224
490,1.0000,80.3148,0.03225
491,1.0000,80.3493,0.03226
492,1.0000,80.3837,0.03226
493,1.0000,80.4181,0.03227
494,1.0000,80.4524,0.03228
495,1.0000,80.4867,0.03229
496,1.0000,80.5210,0.03230
497,1.0000,80.5553,0.03231
498,1.0000,80.5895,0.03232
499,1.0000,80.6237,0.03233
500,1.0000,80.6578,0.03234
501,1.0000,80.6920,0.03234
502,1.0000,80.7261,0.03235
503,1.0000,80.7602,0.03236
504,1.0000,80.7942,0.03237
505,1.0000,80.8282,0.03238
506,1.0000,80.8622,0.03239
507,1.0000,80.8961,0.03240
508,1.0000,80.9301,0.03241
509,1.0000,80.9640,0.03242
510,1.0000,80.9978,0.03243
511,1.0000,81.0317,0.03244
512,1.0000,81.0655,0.03245
513,1.0000,81.0992,0.03245
514,1.0000,81.1330,0.03246
515,1.0000,81.1667,0.03247
516,1.0000,81.2004,0.03248
517,1.0000,81.2340,0.03249
518,1.0000,81.2677,0.03250
519,1.0000,81.3013,0.03251
520,1.0000,81.3348,0.03252
521,1.0000,81.3684,0.03253
522,1.0000,81.4019,0.03254
523,1.0000,81.4353,0.03255
524,1.0000,81.4688,0.03256
525,1.0000,81.5022,0.03257
526,1.0000,81.5356,0.03258
527,1.0000,81.5690,0.03259
528,1.0000,81.6023,0.03260
529,1.0000,81.6356,0.03261
530,1.0000,81.6689,0.03261
531,1.0000,81.7021,0.03262
532,1.0000,81.7353,0.03263
533,1.0000,81.7685,0.03264
534,1.0000,81.8017,0.03265
535,1.0000,81.8348,0.03266
536,1.0000,81.8679,0.03267
537,1.0000,81.9009,0.03268
538,1.0000,81.9340,0.03269
539,1.0000,81.9670,0.03270
540,1.0000,82.0000,0.03271
541,1.0000,82.0329,0.03272
542,1.0000,82.0659,0.03273
543,1.0000,82.0987,0.03274
544,1.0000,82.1316,0.03275
545,1.0000,82.1644,0.03276
546,1.0000,82.1973,0.03277
547,1.0000,82.2300,0.03278
548,1.0000,82.2628,0.03279
549,1.0000,82.2955,0.03280
550,1.0000,82.3282,0.03281
551,1.0000,82.3609,0.03282
552,1.0000,82.3935,0.03283
553,1.0000,82.4261,0.03284
554,1.0000,82.4587,0.03285
555,1.0000,82.4912,0.03286
556,1.0000,82.5237,0.03287
557,1.0000,82.5562,0.03288
558,1.0000,82.5887,0.03289
559,1.0000,82.6211,0.03290
560,1.0000,82.6535,0.03291
561,1.0000,82.6859,0.03292
562,1.0000,82.7182,0.03293
563,1.0000,82.7505,0.03294
564,1.0000,82.7828,0.03295
565,1.0000,82.8151,0.03296
566,1.0000,82.8473,0.03297
567,1.0000,82.8795,0.03298
568,1.0000,82.9117,0.03299
569,1.0000,82.9438,0.03300
570,1.0000,82.9759,0.03301
571,1.0000,83.0080,0.03302
572,1.0000,83.0400,0.03303
573,1.0000,83.0721,0.03304
574,1.0000,83.1041,0.03305
575,1.0000,83.1360,0.03306
576,1.0000,83.1680,0.03308
577,1.0000,83.1999,0.03309
578,1.0000,83.2318,0.03310
579,1.0000,83.2637,0.03311
580,1.0000,83.2955,0.03312
581,1.0000,83.3273,0.03313
582,1.0000,83.3591,0.03314
583,1.0000,83.3908,0.03315
584,1.0000,83.4226,0.03316
585,1.0000,83.4543,0.03317
586,1.0000,83.4859,0.03318
587,1.0000,83.5176,0.03319
588,1.0000,83.5492,0.03320
589,1.0000,83.5808,0.03321
590,1.0000,83.6124,0.03322
591,1.0000,83.6439,0.03323
592,1.0000,83.6754,0.03324
593,1.0000,83.7069,0.03325
594,1.0000,83.7384,0.03326
595,1.0000,83.7698,0.03327
596,1.0000,83.8012,0.03329
597,1.0000,83.8326,0.03330
598,1.0000,83.8640,0.03331
599,1.0000,83.8953,0.03332
600,1.0000,83.9267,0.03333
601,1.0000,83.9579,0.03334
602,1.0000,83.9892,0.03335
603,1.0000,84.0205,0.03336
604,1.0000,84.0517,0.03337
605,1.0000,84.0829,0.03338
606,1.0000,84.1140,0.03339
607,1.0000,84.1452,0.03340
608,1.0000,84.1763,0.03341
609,1.0000,84.2074,0.03342
610,1.0000,84.2385,0.03344
611,1.0000,84.2695,0.03345
612,1.0000,84.3006,0.03346
613,1.0000,84.3316,0.03347
614,1.0000,84.3626,0.03348
615,1.0000,84.3935,0.03349
616,1.0000,84.4245,0.03350
617,1.0000,84.4554,0.03351
618,1.0000,84.4862,0.03352
619,1.0000,84.5171,0.03353
620,1.0000,84.5479,0.03354
621,1.0000,84.5787,0.03356
622,1.0000,84.6095,0.03357
623,1.0000,84.6403,0.03358
624,1.0000,84.6710,0.03359
625,1.0000,84.7017,0.03360
626,1.0000,84.7324,0.03361
627,1.0000,84.7631,0.03362
628,1.0000,84.7937,0.03363
629,1.0000,84.8243,0.03364
630,1.0000,84.8549,0.03365
631,1.0000,84.8855,0.03367
632,1.0000,84.9160,0.03368
633,1.0000,84.9465,0.03369
634,1.0000,84.9770,0.03370
635,1.0000,85.0075,0.03371
636,1.0000,85.0379,0.03372
637,1.0000,85.0683,0.03373
638,1.0000,85.0987,0.03374
639,1.0000,85.1291,0.03375
640,1.0000,85.1594,0.03377
641,1.0000,85.1897,0.03378
642,1.0000,85.2200,0.03379
643,1.0000,85.2503,0.03380
644,1.0000,85.2805,0.03381
645,1.0000,85.3108,0.03382
646,1.0000,85.3410,0.03383
647,1.0000,85.3711,0.03384
648,1.0000,85.4013,0.03385
649,1.0000,85.4314,0.03387
650,1.0000,85.4615,0.03388
651,1.0000,85.4916,0.03389
652,1.0000,85.5217,0.03390
653,1.0000,85.5517,0.03391
654,1.0000,85.5817,0.03392
655,1.0000,85.6117,0.03393
656,1.0000,85.6417,0.03394
657,1.0000,85.6716,0.03396
658,1.0000,85.7015,0.03397
659,1.0000,85.7314,0.03398
660,1.0000,85.7613,0.03399
661,1.0000,85.7912,0.03400
662,1.0000,85.8210,0.03401
663,1.0000,85.8508,0.03402
664,1.0000,85.8806,0.03404
665,1.0000,85.9104,0.03405
666,1.0000,85.9401,0.03406
667,1.0000,85.9698,0.03407
668,1.0000,85.9995,0.03408
669,1.0000,86.0292,0.03409
670,1.0000,86.0589,0.03410
671,1.0000,86.0885,0.03411
672,1.0000,86.1181,0.03413
673,1.0000,86.1477,0.03414
674,1.0000,86.1773,0.03415
675,1.0000,86.2068,0.03416
676,1.0000,86.2363,0.03417
677,1.0000,86.2659,0.03418
678,1.0000,86.2954,0.03419
679,1.0000,86.3248,0.03421
680,1.0000,86.3543,0.03422
681,1.0000,86.3837,0.03423
682,1.0000,86.4131,0.03424
683,1.0000,86.4425,0.03425
684,1.0000,86.4719,0.03426
685,1.0000,86.5012,0.03427
686,1.0000,86.5306,0.03429
687,1.0000,86.5599,0.03430
688,1.0000,86.5892,0.03431
689,1.0000,86.6184,0.03432
690,1.0000,86.6477,0.03433
691,1.0000,86.6769,0.03434
692,1.0000,86.7061,0.03435
693,1.0000,86.7353,0.03437
694,1.0000,86.7645,0.03438
695,1.0000,86.7937,0.03439
696,1.0000,86.8228,0.03440
697,1.0000,86.8519,0.03441
698,1.0000,86.8810,0.03442
699,1.0000,86.9101,0.03443
700,1.0000,86.9392,0.03445
701,1.0000,86.9682,0.03446
702,1.0000,86.9972,0.03447
703,1.0000,87.0262,0.03448
704,1.0000,87.0552,0.03449
705,1.0000,87.0842,0.03450
706,1.0000,87.1131,0.03451
707,1.0000,87.1420,0.03453
708,1.0000,87.1709,0.03454
709,1.0000,87.1998,0.03455
710,1.0000,87.2287,0.03456
711,1.0000,87.2575,0.03457
712,1.0000,87.2863,0.03458
713,1.0000,87.3151,0.03459
714,1.0000,87.3439,0.03461
715,1.0000,87.3727,0.03462
716,1.0000,87.4014,0.03463
717,1.0000,87.4302,0.03464
718,1.0000,87.4589,0.03465
719,1.0000,87.4876,0.03466
720,1.0000,87.5162,0.03467
721,1.0000,87.5449,0.03469
722,1.0000,87.5735,0.03470
723,1.0000,87.6021,0.03471
724,1.0000,87.6307,0.03472
725,1.0000,87.6593,0.03473
726,1.0000,87.6878,0.03474
727,1.0000,87.7164,0.03475
728,1.0000,87.7449,0.03477
729,1.0000,87.7734,0.03478
730,1.0000,87.8018,0.03479
731,1.0000,87.1303,0.03508
732,1.0000,87.1587,0.03509
733,1.0000,87.1871,0.03510
734,1.0000,87.2155,0.03511
735,1.0000,87.2439,0.03513
736,1.0000,87.2722,0.03514
737,1.0000,87.3006,0.03515
738,1.0000,87.3289,0.03516
739,1.0000,87.3571,0.03517
740,1.0000,87.3854,0.03518
741,1.0000,87.4136,0.03519
742,1.0000,87.4419,0.03521
743,1.0000,87.4701,0.03522
744,1.0000,87.4982,0.03523
745,1.0000,87.5264,0.03524
746,1.0000,87.5545,0.03525
747,1.0000,87.5826,0.03526
748,1.0000,87.6107,0.03527
749,1.0000,87.6388,0.03528
750,1.0000,87.6668,0.03530
751,1.0000,87.6948,0.03531
752,1.0000,87.7228,0.03532
753,1.0000,87.7508,0.03533
754,1.0000,87.7788,0.03534
755,1.0000,87.8067,0.03535
756,1.0000,87.8346,0.03536
757,1.0000,87.8625,0.03538
758,1.0000,87.8903,0.03539
759,1.0000,87.9181,0.03540
760,1.0000,87.9460,0.03541
761,1.0000,87.9737,0.03542
762,1.0000,88.0015,0.03543
763,1.0000,88.0292,0.03544
764,1.0000,88.0570,0.03545
765,1.0000,88.0846,0.03547
766,1.0000,88.1123,0.03548
767,1.0000,88.1400,0.03549
768,1.0000,88.1676,0.03550
769,1.0000,88.1952,0.03551
770,1.0000,88.2228,0.03552
771,1.0000,88.2503,0.03553
772,1.0000,88.2778,0.03555
773,1.0000,88.3053,0.03556
774,1.0000,88.3328,0.03557
775,1.0000,88.3603,0.03558
776,1.0000,88.3877,0.03559
777,1.0000,88.4151,0.03560
778,1.0000,88.4425,0.03561
779,1.0000,88.4699,0.03562
780,1.0000,88.4972,0.03564
781,1.0000,88.5245,0.03565
782,1.0000,88.5518,0.03566
783,1.0000,88.5791,0.03567
784,1.0000,88.6063,0.03568
785,1.0000,88.6335,0.03569
786,1.0000,88.6607,0.03570
787,1.0000,88.6879,0.03571
788,1.0000,88.7150,0.03572
789,1.0000,88.7422,0.03574
790,1.0000,88.7693,0.03575
791,1.0000,88.7964,0.03576
792,1.0000,88.8234,0.03577
793,1.0000,88.8504,0.03578
794,1.0000,88.8775,0.03579
795,1.0000,88.9044,0.03580
796,1.0000,88.9314,0.03581
797,1.0000,88.9584,0.03582
798,1.0000,88.9853,0.03584
799,1.0000,89.0122,0.03585
800,1.0000,89.0391,0.03586
801,1.0000,89.0659,0.03587
802,1.0000,89.0927,0.03588
803,1.0000,89.1195,0.03589
804,1.0000,89.1463,0.03590
805,1.0000,89.1731,0.03591
806,1.0000,89.1998,0.03592
807,1.0000,89.2266,0.03593
808,1.0000,89.2533,0.03595
809,1.0000,89.2799,0.03596
810,1.0000,89.3066,0.03597
811,1.0000,89.3332,0.03598
812,1.0000,89.3598,0.03599
813,1.0000,89.3864,0.03600
814,1.0000,89.4130,0.03601
815,1.0000,89.4395,0.03602
816,1.0000,89.4660,0.03603
817,1.0000,89.4925,0.03604
818,1.0000,89.5190,0.03605
819,1.0000,89.5455,0.03607
820,1.0000,89.5719,0.03608
821,1.0000,89.5983,0.03609
