x,L,M,S
127,1.0000,62.4467,0.03481
128,1.0000,62.5135,0.03480
129,1.0000,62.5800,0.03479
130,1.0000,62.6461,0.03479
131,1.0000,62.7118,0.03478
132,1.0000,62.7772,0.03477
133,1.0000,62.8423,0.03476
134,1.0000,62.9070,0.03475
135,1.0000,62.9714,0.03475
136,1.0000,63.0354,0.03474
137,1.0000,63.0991,0.03473
138,1.0000,63.1626,0.03472
139,1.0000,63.2257,0.03471
140,1.0000,63.2884,0.03471
141,1.0000,63.3509,0.03470
142,1.0000,63.4131,0.03469
143,1.0000,63.4750,0.03469
144,1.0000,63.5365,0.03468
145,1.0000,63.5978,0.03467
146,1.0000,63.6588,0.03467
147,1.0000,63.7196,0.03466
148,1.0000,63.7800,0.03465
149,1.0000,63.8402,0.03465
150,1.0000,63.9000,0.03464
151,1.0000,63.9597,0.03463
152,1.0000,64.0190,0.03463
153,1.0000,64.0781,0.03462
154,1.0000,64.1370,0.03461
155,1.0000,64.1956,0.03461
156,1.0000,64.2539,0.03460
157,1.0000,64.3120,0.03460
158,1.0000,64.3699,0.03459
159,1.0000,64.4276,0.03459
160,1.0000,64.4850,0.03458
161,1.0000,64.5422,0.03457
162,1.0000,64.5991,0.03457
163,1.0000,64.6559,0.03456
164,1.0000,64.7124,0.03456
165,1.0000,64.7688,0.03455
166,1.0000,64.8249,0.03455
167,1.0000,64.8808,0.03454
168,1.0000,64.9366,0.03454
169,1.0000,64.9921,0.03453
170,1.0000,65.0474,0.03453
171,1.0000,65.1026,0.03453
172,1.0000,65.1576,0.03452
173,1.0000,65.2123,0.03452
174,1.0000,65.2670,0.03451
175,1.0000,65.3214,0.03451
176,1.0000,65.3757,0.03450
177,1.0000,65.4298,0.03450
178,1.0000,65.4837,0.03450
179,1.0000,65.5375,0.03449
180,1.0000,65.5911,0.03449
181,1.0000,65.6445,0.03449
182,1.0000,65.6978,0.03448
183,1.0000,65.7510,0.03448
184,1.0000,65.8040,0.03447
185,1.0000,65.8568,0.03447
186,1.0000,65.9095,0.03447
187,1.0000,65.9621,0.03447
188,1.0000,66.0145,0.03446
189,1.0000,66.0668,0.03446
190,1.0000,66.1189,0.03446
191,1.0000,66.1709,0.03445
192,1.0000,66.2228,0.03445
193,1.0000,66.2745,0.03445
194,1.0000,66.3261,0.03444
195,1.0000,66.3776,0.03444
196,1.0000,66.4290,0.03444
197,1.0000,66.4802,0.03444
198,1.0000,66.5313,0.03444
199,1.0000,66.5823,0.03443
200,1.0000,66.6331,0.03443
201,1.0000,66.6839,0.03443
202,1.0000,66.7345,0.03443
203,1.0000,66.7850,0.03442
204,1.0000,66.8354,0.03442
205,1.0000,66.8857,0.03442
206,1.0000,66.9359,0.03442
207,1.0000,66.9859,0.03442
208,1.0000,67.0359,0.03442
209,1.0000,67.0858,0.03441
210,1.0000,67.1355,0.03441
211,1.0000,67.1852,0.03441
212,1.0000,67.2347,0.03441
213,1.0000,67.2842,0.03441
214,1.0000,67.3335,0.03441
215,1.0000,67.3828,0.03441
216,1.0000,67.4320,0.03441
217,1.0000,67.4810,0.03440
218,1.0000,67.5300,0.03440
219,1.0000,67.5789,0.03440
220,1.0000,67.6277,0.03440
221,1.0000,67.6764,0.03440
222,1.0000,67.7250,0.03440
223,1.0000,67.7735,0.03440
224,1.0000,67.8219,0.03440
225,1.0000,67.8703,0.03440
226,1.0000,67.9185,0.03440
227,1.0000,67.9667,0.03440
228,1.0000,68.0148,0.03440
229,1.0000,68.0628,0.03440
230,1.0000,68.1107,0.03440
231,1.0000,68.1585,0.03440
232,1.0000,68.2063,0.03440
233,1.0000,68.2540,0.03440
234,1.0000,68.3016,0.03440
235,1.0000,68.3491,0.03440
236,1.0000,68.3965,0.03440
237,1.0000,68.4439,0.03440
238,1.0000,68.4911,0.03440
239,1.0000,68.5383,0.03440
240,1.0000,68.5855,0.03440
241,1.0000,68.6325,0.03440
242,1.0000,68.6795,0.03440
243,1.0000,68.7264,0.03440
244,1.0000,68.7732,0.03440
245,1.0000,68.8200,0.03440
246,1.0000,68.8666,0.03440
247,1.0000,68.9133,0.03440
248,1.0000,68.9598,0.03440
249,1.0000,69.0063,0.03440
250,1.0000,69.0527,0.03440
251,1.0000,69.0990,0.03441
252,1.0000,69.1452,0.03441
253,1.0000,69.1914,0.03441
254,1.0000,69.2376,0.03441
255,1.0000,69.2836,0.03441
256,1.0000,69.3296,0.03441
257,1.0000,69.3755,0.03441
258,1.0000,69.4214,0.03441
259,1.0000,69.4672,0.03441
260,1.0000,69.5129,0.03442
261,1.0000,69.5585,0.03442
262,1.0000,69.6041,0.03442
263,1.0000,69.6496,0.03442
264,1.0000,69.6951,0.03442
265,1.0000,69.7405,0.03442
266,1.0000,69.7858,0.03443
267,1.0000,69.8311,0.03443
268,1.0000,69.8763,0.03443
269,1.0000,69.9215,0.03443
270,1.0000,69.9666,0.03443
271,1.0000,70.0116,0.03444
272,1.0000,70.0566,0.03444
273,1.0000,70.1015,0.03444
274,1.0000,70.1463,0.03444
275,1.0000,70.1911,0.03444
276,1.0000,70.2358,0.03445
277,1.0000,70.2805,0.03445
278,1.0000,70.3251,0.03445
279,1.0000,70.3697,0.03445
280,1.0000,70.4142,0.03445
281,1.0000,70.4586,0.03446
282,1.0000,70.5030,0.03446
283,1.0000,70.5474,0.03446
284,1.0000,70.5917,0.03446
285,1.0000,70.6359,0.03447
286,1.0000,70.6800,0.03447
287,1.0000,70.7241,0.03447
288,1.0000,70.7682,0.03448
289,1.0000,70.8122,0.03448
290,1.0000,70.8561,0.03448
291,1.0000,70.9000,0.03448
292,1.0000,70.9439,0.03449
293,1.0000,70.9876,0.03449
294,1.0000,71.0314,0.03449
295,1.0000,71.0750,0.03450
296,1.0000,71.1187,0.03450
297,1.0000,71.1622,0.03450
298,1.0000,71.2057,0.03450
299,1.0000,71.2492,0.03451
300,1.0000,71.2926,0.03451
301,1.0000,71.3359,0.03451
302,1.0000,71.3792,0.03452
303,1.0000,71.4224,0.03452
304,1.0000,71.4656,0.03452
305,1.0000,71.5088,0.03453
306,1.0000,71.5518,0.03453
307,1.0000,71.5949,0.03453
308,1.0000,71.6378,0.03454
309,1.0000,71.6808,0.03454
310,1.0000,71.7236,0.03454
311,1.0000,71.7664,0.03455
312,1.0000,71.8092,0.03455
313,1.0000,71.8519,0.03456
314,1.0000,71.8946,0.03456
315,1.0000,71.9372,0.03456
316,1.0000,71.9798,0.03457
317,1.0000,72.0223,0.03457
318,1.0000,72.0647,0.03457
319,1.0000,72.1071,0.03458
320,1.0000,72.1495,0.03458
321,1.0000,72.1918,0.03459
322,1.0000,72.2340,0.03459
323,1.0000,72.2762,0.03459
324,1.0000,72.3184,0.03460
325,1.0000,72.3605,0.03460
326,1.0000,72.4025,0.03461
327,1.0000,72.4445,0.03461
328,1.0000,72.4865,0.03461
329,1.0000,72.5284,0.03462
330,1.0000,72.5702,0.03462
331,1.0000,72.6120,0.03463
332,1.0000,72.6538,0.03463
333,1.0000,72.6955,0.03464
334,1.0000,72.7372,0.03464
335,1.0000,72.7788,0.03464
336,1.0000,72.8203,0.03465
337,1.0000,72.8618,0.03465
338,1.0000,72.9033,0.03466
339,1.0000,72.9447,0.03466
340,1.0000,72.9861,0.03467
341,1.0000,73.0274,0.03467
342,1.0000,73.0686,0.03468
343,1.0000,73.1099,0.03468
344,1.0000,73.1510,0.03469
345,1.0000,73.1922,0.03469
346,1.0000,73.2332,0.03469
347,1.0000,73.2743,0.03470
348,1.0000,73.3152,0.03470
349,1.0000,73.3562,0.03471
350,1.0000,73.3971,0.03471
351,1.0000,73.4379,0.03472
352,1.0000,73.4787,0.03472
353,1.0000,73.5195,0.03473
354,1.0000,73.5602,0.03473
355,1.0000,73.6008,0.03474
356,1.0000,73.6414,0.03474
357,1.0000,73.6820,0.03475
358,1.0000,73.7225,0.03475
359,1.0000,73.7630,0.03476
360,1.0000,73.8034,0.03476
361,1.0000,73.8438,0.03477
362,1.0000,73.8842,0.03477
363,1.0000,73.9245,0.03478
364,1.0000,73.9647,0.03478
365,1.0000,74.0049,0.03479
366,1.0000,74.0451,0.03479
367,1.0000,74.0852,0.03480
368,1.0000,74.1253,0.03480
369,1.0000,74.1653,0.03481
370,1.0000,74.2053,0.03482
371,1.0000,74.2452,0.03482
372,1.0000,74.2851,0.03483
373,1.0000,74.3250,0.03483
374,1.0000,74.3648,0.03484
375,1.0000,74.4045,0.03484
376,1.0000,74.4443,0.03485
377,1.0000,74.4839,0.03485
378,1.0000,74.5236,0.03486
379,1.0000,74.5632,0.03486
380,1.0000,74.6027,0.03487
381,1.0000,74.6422,0.03488
382,1.0000,74.6817,0.03488
383,1.0000,74.7211,0.03489
384,1.0000,74.7605,0.03489
385,1.0000,74.7998,0.03490
386,1.0000,74.8391,0.03490
387,1.0000,74.8784,0.03491
388,1.0000,74.9176,0.03491
389,1.0000,74.9567,0.03492
390,1.0000,74.9959,0.03493
391,1.0000,75.0349,0.03493
392,1.0000,75.0740,0.03494
393,1.0000,75.1130,0.03494
394,1.0000,75.1519,0.03495
395,1.0000,75.1908,0.03495
396,1.0000,75.2297,0.03496
397,1.0000,75.2686,0.03497
398,1.0000,75.3073,0.03497
399,1.0000,75.3461,0.03498
400,1.0000,75.3848,0.03498
401,1.0000,75.4235,0.03499
402,1.0000,75.4621,0.03500
403,1.0000,75.5007,0.03500
404,1.0000,75.5392,0.03501
405,1.0000,75.5777,0.03501
406,1.0000,75.6162,0.03502
407,1.0000,75.6546,0.03503
408,1.0000,75.6930,0.03503
409,1.0000,75.7313,0.03504
410,1.0000,75.7696,0.03504
411,1.0000,75.8079,0.03505
412,1.0000,75.8461,0.03506
413,1.0000,75.8843,0.03506
414,1.0000,75.9224,0.03507
415,1.0000,75.9605,0.03507
416,1.0000,75.9986,0.03508
417,1.0000,76.0366,0.03509
418,1.0000,76.0746,0.03509
419,1.0000,76.1125,0.03510
420,1.0000,76.1504,0.03511
421,1.0000,76.1883,0.03511
422,1.0000,76.2261,0.03512
423,1.0000,76.2639,0.03512
424,1.0000,76.3016,0.03513
425,1.0000,76.3393,0.03514
426,1.0000,76.3770,0.03514
427,1.0000,76.4146,0.03515
428,1.0000,76.4522,0.03516
429,1.0000,76.4897,0.03516
430,1.0000,76.5272,0.03517
431,1.0000,76.5647,0.03518
432,1.0000,76.6021,0.03518
433,1.0000,76.6395,0.03519
434,1.0000,76.6769,0.03519
435,1.0000,76.7142,0.03520
436,1.0000,76.7515,0.03521
437,1.0000,76.7887,0.03521
438,1.0000,76.8259,0.03522
439,1.0000,76.8631,0.03523
440,1.0000,76.9002,0.03523
441,1.0000,76.9373,0.03524
442,1.0000,76.9744,0.03525
443,1.0000,77.0114,0.03525
444,1.0000,77.0484,0.03526
445,1.0000,77.0853,0.03527
446,1.0000,77.1222,0.03527
447,1.0000,77.1591,0.03528
448,1.0000,77.1959,0.03529
449,1.0000,77.2327,0.03529
450,1.0000,77.2695,0.03530
451,1.0000,77.3062,0.03530
452,1.0000,77.3429,0.03531
453,1.0000,77.3796,0.03532
454,1.0000,77.4162,0.03532
455,1.0000,77.4528,0.03533
456,1.0000,77.4893,0.03534
457,1.0000,77.5258,0.03534
458,1.0000,77.5623,0.03535
459,1.0000,77.5988,0.03536
460,1.0000,77.6352,0.03536
461,1.0000,77.6716,0.03537
462,1.0000,77.7079,0.03538
463,1.0000,77.7442,0.03538
464,1.0000,77.7805,0.03539
465,1.0000,77.8167,0.03540
466,1.0000,77.8529,0.03540
467,1.0000,77.8891,0.03541
468,1.0000,77.9252,0.03542
469,1.0000,77.9613,0.03543
470,1.0000,77.9974,0.03543
471,1.0000,78.0334,0.03544
472,1.0000,78.0694,0.03545
473,1.0000,78.1054,0.03545
474,1.0000,78.1413,0.03546
475,1.0000,78.1772,0.03547
476,1.0000,78.2131,0.03547
477,1.0000,78.2490,0.03548
478,1.0000,78.2848,0.03549
479,1.0000,78.3205,0.03549
480,1.0000,78.3563,0.03550
481,1.0000,78.3920,0.03551
482,1.0000,78.4276,0.03551
483,1.0000,78.4633,0.03552
484,1.0000,78.4989,0.03553
485,1.0000,78.5345,0.03553
486,1.0000,78.5700,0.03554
487,1.0000,78.6055,0.03555
488,1.0000,78.6410,0.03556
489,1.0000,78.6764,0.03556
490,1.0000,78.7118,0.03557
491,1.0000,78.7472,0.03558
492,1.0000,78.7826,0.03558
493,1.0000,78.8179,0.03559
494,1.0000,78.8532,0.03560
495,1.0000,78.8884,0.03560
496,1.0000,78.9236,0.03561
497,1.0000,78.9588,0.03562
498,1.0000,78.9940,0.03562
499,1.0000,79.0291,0.03563
500,1.0000,79.0642,0.03564
501,1.0000,79.0993,0.03565
502,1.0000,79.1343,0.03565
503,1.0000,79.1693,0.03566
504,1.0000,79.2042,0.03567
505,1.0000,79.2392,0.03567
506,1.0000,79.2741,0.03568
507,1.0000,79.3089,0.03569
508,1.0000,79.3438,0.03569
509,1.0000,79.3786,0.03570
510,1.0000,79.4134,0.03571
511,1.0000,79.4481,0.03572
512,1.0000,79.4828,0.03572
513,1.0000,79.5175,0.03573
514,1.0000,79.5521,0.03574
515,1.0000,79.5868,0.03574
516,1.0000,79.6213,0.03575
517,1.0000,79.6559,0.03576
518,1.0000,79.6904,0.03577
519,1.0000,79.7249,0.03577
520,1.0000,79.7594,0.03578
521,1.0000,79.7938,0.03579
522,1.0000,79.8282,0.03579
523,1.0000,79.8626,0.03580
524,1.0000,79.8969,0.03581
525,1.0000,79.9312,0.03582
526,1.0000,79.9655,0.03582
527,1.0000,79.9998,0.03583
528,1.0000,80.0340,0.03584
529,1.0000,80.0682,0.03584
530,1.0000,80.1023,0.03585
531,1.0000,80.1365,0.03586
532,1.0000,80.1706,0.03587
533,1.0000,80.2046,0.03587
534,1.0000,80.2387,0.03588
535,1.0000,80.2727,0.03589
536,1.0000,80.3067,0.03589
537,1.0000,80.3406,0.03590
538,1.0000,80.3745,0.03591
539,1.0000,80.4084,0.03592
540,1.0000,80.4423,0.03592
541,1.0000,80.4761,0.03593
542,1.0000,80.5099,0.03594
543,1.0000,80.5437,0.03594
544,1.0000,80.5774,0.03595
545,1.0000,80.6112,0.03596
546,1.0000,80.6448,0.03597
547,1.0000,80.6785,0.03597
548,1.0000,80.7121,0.03598
549,1.0000,80.7457,0.03599
550,1.0000,80.7793,0.03600
551,1.0000,80.8128,0.03600
552,1.0000,80.8464,0.03601
553,1.0000,80.8798,0.03602
554,1.0000,80.9133,0.03602
555,1.0000,80.9467,0.03603
556,1.0000,80.9801,0.03604
557,1.0000,81.0135,0.03605
558,1.0000,81.0468,0.03605
559,1.0000,81.0802,0.03606
560,1.0000,81.1134,0.03607
561,1.0000,81.1467,0.03608
562,1.0000,81.1799,0.03608
563,1.0000,81.2131,0.03609
564,1.0000,81.2463,0.03610
565,1.0000,81.2795,0.03611
566,1.0000,81.3126,0.03611
567,1.0000,81.3457,0.03612
568,1.0000,81.3788,0.03613
569,1.0000,81.4118,0.03613
570,1.0000,81.4448,0.03614
571,1.0000,81.4778,0.03615
572,1.0000,81.5108,0.03616
573,1.0000,81.5437,0.03616
574,1.0000,81.5766,0.03617
575,1.0000,81.6095,0.03618
576,1.0000,81.6423,0.03619
577,1.0000,81.6752,0.03619
578,1.0000,81.7080,0.03620
579,1.0000,81.7407,0.03621
580,1.0000,81.7735,0.03622
581,1.0000,81.8062,0.03622
582,1.0000,81.8389,0.03623
583,1.0000,81.8715,0.03624
584,1.0000,81.9042,0.03624
585,1.0000,81.9368,0.03625
586,1.0000,81.9694,0.03626
587,1.0000,82.0019,0.03627
588,1.0000,82.0345,0.03627
589,1.0000,82.0670,0.03628
590,1.0000,82.0994,0.03629
591,1.0000,82.1319,0.03630
592,1.0000,82.1643,0.03630
593,1.0000,82.1967,0.03631
594,1.0000,82.2291,0.03632
595,1.0000,82.2614,0.03633
596,1.0000,82.2938,0.03633
597,1.0000,82.3261,0.03634
598,1.0000,82.3583,0.03635
599,1.0000,82.3906,0.03636
600,1.0000,82.4228,0.03636
601,1.0000,82.4550,0.03637
602,1.0000,82.4872,0.03638
603,1.0000,82.5193,0.03639
604,1.0000,82.5514,0.03639
605,1.0000,82.5835,0.03640
606,1.0000,82.6156,0.03641
607,1.0000,82.6476,0.03642
608,1.0000,82.6796,0.03642
609,1.0000,82.7116,0.03643
610,1.0000,82.7436,0.03644
611,1.0000,82.7755,0.03645
612,1.0000,82.8074,0.03645
613,1.0000,82.8393,0.03646
614,1.0000,82.8712,0.03647
615,1.0000,82.9030,0.03648
616,1.0000,82.9348,0.03648
617,1.0000,82.9666,0.03649
618,1.0000,82.9984,0.03650
619,1.0000,83.0301,0.03650
620,1.0000,83.0618,0.03651
621,1.0000,83.0935,0.03652
622,1.0000,83.1251,0.03653
623,1.0000,83.1568,0.03653
624,1.0000,83.1884,0.03654
625,1.0000,83.2200,0.03655
626,1.0000,83.2515,0.03656
627,1.0000,83.2831,0.03656
628,1.0000,83.3146,0.03657
629,1.0000,83.3461,0.03658
630,1.0000,83.3775,0.03659
631,1.0000,83.4089,0.03659
632,1.0000,83.4403,0.03660
633,1.0000,83.4717,0.03661
634,1.0000,83.5031,0.03662
635,1.0000,83.5344,0.03662
636,1.0000,83.5657,0.03663
637,1.0000,83.5970,0.03664
638,1.0000,83.6283,0.03665
639,1.0000,83.6595,0.03665
640,1.0000,83.6907,0.03666
641,1.0000,83.7219,0.03667
642,1.0000,83.7530,0.03668
643,1.0000,83.7842,0.03668
644,1.0000,83.8153,0.03669
645,1.0000,83.8464,0.03670
646,1.0000,83.8774,0.03671
647,1.0000,83.9085,0.03671
648,1.0000,83.9395,0.03672
649,1.0000,83.9705,0.03673
650,1.0000,84.0014,0.03674
651,1.0000,84.0324,0.03674
652,1.0000,84.0633,0.03675
653,1.0000,84.0941,0.03676
654,1.0000,84.1250,0.03677
655,1.0000,84.1558,0.03677
656,1.0000,84.1867,0.03678
657,1.0000,84.2174,0.03679
658,1.0000,84.2482,0.03680
659,1.0000,84.2789,0.03680
660,1.0000,84.3096,0.03681
661,1.0000,84.3403,0.03682
662,1.0000,84.3710,0.03683
663,1.0000,84.4016,0.03683
664,1.0000,84.4323,0.03684
665,1.0000,84.4628,0.03685
666,1.0000,84.4934,0.03686
667,1.0000,84.5239,0.03686
668,1.0000,84.5545,0.03687
669,1.0000,84.5850,0.03688
670,1.0000,84.6154,0.03689
671,1.0000,84.6459,0.03689
672,1.0000,84.6763,0.03690
673,1.0000,84.7067,0.03691
674,1.0000,84.7370,0.03692
675,1.0000,84.7674,0.03692
676,1.0000,84.7977,0.03693
677,1.0000,84.8280,0.03694
678,1.0000,84.8583,0.03695
679,1.0000,84.8885,0.03695
680,1.0000,84.9188,0.03696
681,1.0000,84.9490,0.03697
682,1.0000,84.9791,0.03698
683,1.0000,85.0093,0.03698
684,1.0000,85.0394,0.03699
685,1.0000,85.0695,0.03700
686,1.0000,85.0996,0.03701
687,1.0000,85.1297,0.03701
688,1.0000,85.1597,0.03702
689,1.0000,85.1897,0.03703
690,1.0000,85.2197,0.03704
691,1.0000,85.2497,0.03704
692,1.0000,85.2796,0.03705
693,1.0000,85.3096,0.03706
694,1.0000,85.3395,0.03706
695,1.0000,85.3693,0.03707
696,1.0000,85.3992,0.03708
697,1.0000,85.4290,0.03709
698,1.0000,85.4588,0.03709
699,1.0000,85.4886,0.03710
700,1.0000,85.5184,0.03711
701,1.0000,85.5481,0.03712
702,1.0000,85.5778,0.03712
703,1.0000,85.6075,0.03713
704,1.0000,85.6372,0.03714
705,1.0000,85.6668,0.03715
706,1.0000,85.6964,0.03715
707,1.0000,85.7260,0.03716
708,1.0000,85.7556,0.03717
709,1.0000,85.7852,0.03718
710,1.0000,85.8147,0.03718
711,1.0000,85.8442,0.03719
712,1.0000,85.8737,0.03720
713,1.0000,85.9032,0.03721
714,1.0000,85.9326,0.03721
715,1.0000,85.9621,0.03722
716,1.0000,85.9915,0.03723
717,1.0000,86.0208,0.03724
718,1.0000,86.0502,0.03724
719,1.0000,86.0795,0.03725
720,1.0000,86.1089,0.03726
721,1.0000,86.1381,0.03727
722,1.0000,86.1674,0.03727
723,1.0000,86.1967,0.03728
724,1.0000,86.2259,0.03729
725,1.0000,86.2551,0.03729
726,1.0000,86.2843,0.03730
727,1.0000,86.3134,0.03731
728,1.0000,86.3426,0.03732
729,1.0000,86.3717,0.03732
730,1.0000,86.4008,0.03733
731,1.0000,85.7299,0.03764
732,1.0000,85.7589,0.03765
733,1.0000,85.7880,0.03766
734,1.0000,85.8170,0.03767
735,1.0000,85.8460,0.03767
736,1.0000,85.8749,0.03768
737,1.0000,85.9039,0.03769
738,1.0000,85.9328,0.03770
739,1.0000,85.9617,0.03770
740,1.0000,85.9906,0.03771
741,1.0000,86.0194,0.03772
742,1.0000,86.0483,0.03772
743,1.0000,86.0771,0.03773
744,1.0000,86.1059,0.03774
745,1.0000,86.1347,0.03775
746,1.0000,86.1634,0.03775
747,1.0000,86.1921,0.03776
748,1.0000,86.2209,0.03777
749,1.0000,86.2495,0.03778
750,1.0000,86.2782,0.03778
751,1.0000,86.3069,0.03779
752,1.0000,86.3355,0.03780
753,1.0000,86.3641,0.03780
754,1.0000,86.3927,0.03781
755,1.0000,86.4212,0.03782
756,1.0000,86.4498,0.03783
757,1.0000,86.4783,0.03783
758,1.0000,86.5068,0.03784
759,1.0000,86.5353,0.03785
760,1.0000,86.5638,0.03786
761,1.0000,86.5922,0.03786
762,1.0000,86.6206,0.03787
763,1.0000,86.6490,0.03788
764,1.0000,86.6774,0.03788
765,1.0000,86.7057,0.03789
766,1.0000,86.7341,0.03790
767,1.0000,86.7624,0.03791
768,1.0000,86.7907,0.03791
769,1.0000,86.8190,0.03792
770,1.0000,86.8472,0.03793
771,1.0000,86.8754,0.03794
772,1.0000,86.9037,0.03794
773,1.0000,86.9319,0.03795
774,1.0000,86.9600,0.03796
775,1.0000,86.9882,0.03796
776,1.0000,87.0163,0.03797
777,1.0000,87.0444,0.03798
778,1.0000,87.0725,0.03799
779,1.0000,87.1006,0.03799
780,1.0000,87.1286,0.03800
781,1.0000,87.1567,0.03801
782,1.0000,87.1847,0.03801
783,1.0000,87.2126,0.03802
784,1.0000,87.2406,0.03803
785,1.0000,87.2686,0.03804
786,1.0000,87.2965,0.03804
787,1.0000,87.3244,0.03805
788,1.0000,87.3523,0.03806
789,1.0000,87.3801,0.03806
790,1.0000,87.4080,0.03807
791,1.0000,87.4358,0.03808
792,1.0000,87.4636,0.03809
793,1.0000,87.4914,0.03809
794,1.0000,87.5192,0.03810
795,1.0000,87.5469,0.03811
796,1.0000,87.5746,0.03812
797,1.0000,87.6023,0.03812
798,1.0000,87.6300,0.03813
799,1.0000,87.6577,0.03814
800,1.0000,87.6853,0.03814
801,1.0000,87.7129,0.03815
802,1.0000,87.7405,0.03816
803,1.0000,87.7681,0.03817
804,1.0000,87.7956,0.03817
805,1.0000,87.8232,0.03818
806,1.0000,87.8507,0.03819
807,1.0000,87.8782,0.03819
808,1.0000,87.9056,0.03820
809,1.0000,87.9331,0.03821
810,1.0000,87.9605,0.03821
811,1.0000,87.9879,0.03822
812,1.0000,88.0153,0.03823
813,1.0000,88.0427,0.03824
814,1.0000,88.0700,0.03824
815,1.0000,88.0974,0.03825
816,1.0000,88.1247,0.03826
817,1.0000,88.1519,0.03826
818,1.0000,88.1792,0.03827
819,1.0000,88.2065,0.03828
820,1.0000,88.2337,0.03829
821,1.0000,88.2609,0.03829
